Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches,-9999
413,Jovane Cabral,cv CPV,FW,Lazio,it Serie A,23,1998,2.1,0.00,0.00,0.00,2.38,1.43,0.00,0.95,0.48,0.48,0.00,0.00,0.00,2.86,0.48,1.90,20.0,Matches,e34e086c
414,Leandro Cabrera,uy URU,DF,Espanyol,es La Liga,30,1991,37.0,0.19,0.00,0.00,0.86,0.57,0.05,0.35,1.19,0.65,0.00,0.05,0.03,3.97,2.22,1.30,63.1,Matches,69cbc8b6
415,Liberato Cacace,nz NZL,DF,Empoli,it Serie A,20,2000,5.2,0.19,0.00,0.00,1.73,1.15,0.00,2.12,1.54,1.15,0.00,0.00,0.00,5.58,0.38,1.15,25.0,Matches,dd86e8e4
416,Martín Cáceres,uy URU,DF,Cagliari,it Serie A,34,1987,9.2,0.33,0.11,0.00,0.76,0.98,0.00,1.30,1.52,0.76,0.00,0.00,0.00,5.98,0.54,0.54,50.0,Matches,e94d79e3
417,Martín Cáceres,uy URU,DF,Levante,es La Liga,34,1987,7.4,0.27,0.00,0.00,1.08,1.08,0.00,0.54,1.49,0.27,0.00,0.00,0.00,5.81,0.95,1.62,36.8,Matches,e94d79e3
418,Anthony Caci,fr FRA,DF,Strasbourg,fr Ligue 1,24,1997,26.6,0.15,0.00,0.00,1.32,0.86,0.08,3.65,1.24,1.28,0.00,0.00,0.00,6.05,1.43,0.90,61.3,Matches,0118c54c
419,Mathieu Cafaro,fr FRA,MFFW,Reims,fr Ligue 1,24,1997,2.1,0.95,0.00,0.00,2.86,1.43,0.00,9.05,1.43,0.95,0.00,0.00,0.00,4.29,1.43,1.90,42.9,Matches,2a657da0
420,Yannick Cahuzac,fr FRA,MF,Lens,fr Ligue 1,36,1985,6.9,0.14,0.14,0.00,0.87,0.14,0.14,0.29,1.30,0.29,0.00,0.00,0.00,3.91,0.87,0.72,54.5,Matches,677ee102
421,Felipe Caicedo,ec ECU,FW,Genoa,it Serie A,32,1988,3.2,0.31,0.00,0.00,1.88,0.63,1.25,0.00,0.00,0.94,0.31,0.00,0.00,3.13,4.69,5.31,46.9,Matches,93b891d1
422,Felipe Caicedo,ec ECU,FWDF,Inter,it Serie A,32,1988,0.3,0.00,0.00,0.00,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,Matches,93b891d1
423,Moisés Caicedo,ec ECU,MF,Brighton,eng Premier League,19,2001,7.3,0.27,0.00,0.00,0.96,1.51,0.14,0.00,1.37,1.37,0.00,0.00,0.00,7.67,1.23,0.55,69.2,Matches,16264a81
424,Marc-Aurèle Caillard,fr FRA,GK,Metz,fr Ligue 1,27,1994,17.1,0.06,0.00,0.00,0.00,0.23,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.41,0.12,0.00,100.0,Matches,5ee6e943
425,Jens Cajuste,se SWE,MFFW,Reims,fr Ligue 1,21,1999,4.0,0.00,0.00,0.00,1.25,2.00,0.00,0.25,1.25,1.50,0.00,0.00,0.00,4.00,0.75,1.25,37.5,Matches,928a4a61
426,Cala,es ESP,DF,Cádiz,es La Liga,31,1989,10.5,0.76,0.10,0.10,1.05,0.67,0.10,0.00,1.14,0.38,0.00,0.19,0.00,4.19,1.43,1.43,50.0,Matches,fe05804b
427,Davide Calabria,it ITA,DF,Milan,it Serie A,24,1996,23.5,0.09,0.00,0.00,0.64,1.19,0.04,2.26,0.98,1.57,0.00,0.00,0.00,5.96,0.43,1.15,27.0,Matches,2146785a
428,Riccardo Calafiori,it ITA,DF,Genoa,it Serie A,19,2002,0.9,1.11,0.00,0.00,3.33,0.00,0.00,0.00,2.22,0.00,0.00,0.00,0.00,2.22,1.11,0.00,100.0,Matches,aded8e6f
429,Riccardo Calafiori,it ITA,DF,Roma,it Serie A,19,2002,1.9,1.05,0.00,0.00,2.11,0.00,0.00,1.58,1.58,2.11,0.00,0.00,0.00,4.21,0.53,1.05,33.3,Matches,aded8e6f
430,Mattia Caldara,it ITA,DF,Venezia,it Serie A,27,1994,30.0,0.30,0.00,0.00,0.93,0.73,0.10,0.07,2.07,0.93,0.03,0.03,0.00,5.67,1.63,1.70,49.0,Matches,ac7e640b
431,Calderón,es ESP,DF,Betis,es La Liga,21,2000,0.7,0.00,0.00,0.00,1.43,1.43,0.00,5.71,0.00,0.00,0.00,0.00,0.00,8.57,0.00,2.86,0.0,Matches,da4e70e5
432,Fernando Calero,es ESP,DF,Espanyol,es La Liga,25,1995,12.1,0.25,0.00,0.00,0.83,0.50,0.00,0.00,1.32,0.83,0.00,0.08,0.00,3.80,1.74,1.82,48.8,Matches,41b3069f
433,Duje Ćaleta-Car,hr CRO,DF,Marseille,fr Ligue 1,24,1996,22.9,0.26,0.00,0.00,0.48,0.26,0.04,0.04,1.05,0.35,0.04,0.00,0.00,4.32,1.53,0.48,76.1,Matches,94f8d10c
434,Hakan Çalhanoğlu,tr TUR,MF,Inter,it Serie A,27,1994,27.6,0.40,0.00,0.00,1.30,0.94,0.00,7.10,0.91,0.83,0.04,0.00,0.00,6.78,0.36,0.76,32.3,Matches,cd0fa27b
435,Daniel Caligiuri,it ITA,DFMF,Augsburg,de Bundesliga,33,1988,22.3,0.18,0.00,0.00,1.43,1.93,0.00,4.89,0.81,1.35,0.04,0.00,0.00,7.76,1.35,1.17,53.6,Matches,d1273f09
436,José Callejón,es ESP,FW,Fiorentina,it Serie A,34,1987,14.4,0.00,0.00,0.00,0.21,1.18,0.21,4.31,0.21,0.42,0.00,0.07,0.00,5.00,0.56,1.25,30.8,Matches,78841da9
437,Lucas Calodat,fr FRA,DF,Saint-Étienne,fr Ligue 1,19,2002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches,7a72e960
438,Dominic Calvert-Lewin,eng ENG,FW,Everton,eng Premier League,24,1997,14.3,0.14,0.00,0.00,1.19,1.12,0.28,0.14,0.21,0.56,0.07,0.00,0.00,2.38,6.57,6.50,50.3,Matches,59e6e5bf
439,Mahdi Camara,fr FRA,MFDF,Saint-Étienne,fr Ligue 1,23,1998,34.1,0.23,0.00,0.00,1.32,1.29,0.03,0.97,1.70,1.67,0.06,0.00,0.00,5.19,0.88,1.23,41.7,Matches,8577e60a
440,Mamadou Camara,fr FRA,FW,Troyes,fr Ligue 1,20,2001,0.4,0.00,0.00,0.00,2.50,0.00,0.00,0.00,0.00,2.50,0.00,0.00,0.00,2.50,5.00,7.50,40.0,Matches,316e70c7
441,Víctor Camarasa,es ESP,MFFW,Betis,es La Liga,27,1994,1.2,0.00,0.00,0.00,1.67,2.50,0.00,0.00,1.67,0.83,0.00,0.00,0.00,5.00,1.67,0.83,66.7,Matches,b2d03887
442,Eduardo Camavinga,fr FRA,MF,Real Madrid,es La Liga,18,2002,13.7,0.58,0.00,0.00,2.55,2.12,0.07,0.22,1.24,2.55,0.00,0.00,0.00,6.20,2.04,0.95,68.3,Matches,7b9c2d84
443,Eduardo Camavinga,fr FRA,MF,Rennes,fr Ligue 1,18,2002,1.6,0.00,0.00,0.00,1.25,3.75,0.00,0.00,0.63,0.63,0.00,0.00,0.00,5.00,1.25,0.00,100.0,Matches,7b9c2d84
444,Andrea Cambiaso,it ITA,DF,Genoa,it Serie A,21,2000,19.9,0.25,0.05,0.05,1.11,0.80,0.05,3.32,1.16,1.01,0.00,0.00,0.00,7.24,0.35,0.85,29.2,Matches,247ed022
445,José Campaña,es ESP,MF,Levante,es La Liga,28,1993,15.8,0.38,0.06,0.00,1.08,1.39,0.06,3.54,1.33,1.01,0.00,0.00,0.00,6.90,1.08,1.14,48.6,Matches,61220da2
446,Chem Campbell,wls WAL,MF,Wolves,eng Premier League,18,2002,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.00,0.00,0.00,0.00,0.00,10.0,0.0,Matches,6f711f67
447,Emre Can,de GER,DFMF,Dortmund,de Bundesliga,27,1994,18.8,0.27,0.00,0.00,1.70,1.12,0.05,0.37,1.91,1.17,0.00,0.00,0.00,8.83,1.65,0.80,67.4,Matches,a65ce836
448,Sergio Canales,es ESP,MF,Betis,es La Liga,30,1991,31.0,0.19,0.00,0.00,0.61,1.26,0.35,2.16,0.32,0.45,0.00,0.00,0.00,5.77,0.35,0.84,29.7,Matches,a6de370d
449,Matteo Cancellieri,it ITA,MFDF,Hellas Verona,it Serie A,19,2002,2.5,0.40,0.00,0.00,3.60,1.60,0.40,3.20,0.40,1.60,0.00,0.00,0.00,5.20,1.60,5.20,23.5,Matches,b6a1cdf9
450,João Cancelo,pt POR,DF,Manchester City,eng Premier League,27,1994,35.9,0.19,0.00,0.00,0.95,0.72,0.06,3.45,1.64,1.50,0.00,0.00,0.00,6.04,1.59,1.42,52.8,Matches,bd6351cd
451,Fali Candé,gw GNB,DF,Metz,fr Ligue 1,23,1998,10.8,0.19,0.00,0.00,1.02,1.02,0.00,4.17,0.56,1.67,0.00,0.00,0.00,5.56,1.67,1.11,60.0,Matches,3cc4bb19
452,Antonio Candreva,it ITA,MF,Sampdoria,it Serie A,34,1987,34.7,0.17,0.03,0.00,0.55,1.38,0.40,9.88,0.95,0.46,0.00,0.00,0.00,5.56,0.06,0.20,22.2,Matches,356c9002
453,Sergi Canós,es ESP,DFFW,Brentford,eng Premier League,24,1997,23.1,0.35,0.04,0.04,1.21,0.65,0.22,3.77,0.95,1.08,0.00,0.00,0.04,7.92,0.39,1.17,25.0,Matches,1137759d
454,Álex Cantero,es ESP,FWMF,Levante,es La Liga,21,2000,6.8,0.15,0.00,0.00,1.91,0.59,0.00,0.88,0.15,0.59,0.00,0.00,0.00,2.50,0.44,1.91,18.8,Matches,4aa253fd
455,Todd Cantwell,eng ENG,FWMF,Norwich City,eng Premier League,23,1998,4.9,0.41,0.00,0.00,0.82,2.45,0.41,0.61,0.61,2.65,0.00,0.00,0.00,4.49,0.61,0.82,42.9,Matches,f63d8a4b
456,Ander Capa,es ESP,DF,Athletic Club,es La Liga,29,1992,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches,37f1cf47
457,Pierrick Capelle,fr FRA,MFDF,Angers,fr Ligue 1,34,1987,13.3,0.08,0.00,0.00,1.65,0.38,0.00,1.28,1.20,1.80,0.08,0.08,0.00,7.37,1.43,2.33,38.0,Matches,79b2399c
458,Leonardo Capezzi,it ITA,MF,Salernitana,it Serie A,26,1995,1.9,0.00,0.00,0.00,1.58,0.53,0.00,0.00,0.00,0.53,0.00,0.00,0.00,4.21,0.53,2.11,20.0,Matches,07ea0ef2
459,Étienne Capoue,fr FRA,MF,Villarreal,es La Liga,33,1988,25.4,0.35,0.00,0.00,1.73,1.73,0.00,0.20,1.38,1.02,0.00,0.00,0.00,5.31,2.05,0.94,68.4,Matches,5acc4a10
460,Gianluca Caprari,it ITA,MFFW,Hellas Verona,it Serie A,28,1993,30.4,0.13,0.00,0.00,1.38,2.43,0.46,3.55,0.13,0.82,0.03,0.00,0.00,5.39,0.26,0.89,22.9,Matches,54e53b7e
461,Francesco Caputo,it ITA,FW,Sampdoria,it Serie A,33,1987,31.0,0.00,0.00,0.00,0.74,1.23,1.16,0.39,0.06,0.06,0.10,0.00,0.00,1.97,0.77,1.06,42.1,Matches,5bd72174
462,Francesco Caputo,it ITA,FW,Sassuolo,it Serie A,33,1987,1.7,0.59,0.00,0.00,0.00,1.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.18,1.18,0.59,66.7,Matches,5bd72174
463,Maxence Caqueret,fr FRA,MF,Lyon,fr Ligue 1,21,2000,25.9,0.19,0.00,0.00,1.66,1.08,0.00,0.77,1.66,1.54,0.00,0.00,0.00,7.88,0.46,0.50,48.0,Matches,f81ef10d
464,Andrea Carboni,it ITA,DF,Cagliari,it Serie A,20,2001,24.6,0.24,0.00,0.00,0.73,0.37,0.00,1.02,1.10,0.98,0.00,0.00,0.04,4.47,1.67,1.54,51.9,Matches,f7e2af2c
465,Isaac Carcelen,es ESP,DFMF,Cádiz,es La Liga,28,1993,17.2,0.12,0.00,0.00,1.34,1.45,0.06,2.85,1.98,1.69,0.00,0.00,0.00,6.63,0.87,1.05,45.5,Matches,c4b888df
466,Cárdenas,es ESP,GK,Levante,es La Liga,24,1997,24.0,0.13,0.00,0.00,0.00,0.13,0.00,0.00,0.04,0.04,0.00,0.00,0.00,1.38,0.08,0.04,66.7,Matches,e1846dde
467,Irvin Cardona,fr FRA,FWMF,Brest,fr Ligue 1,23,1997,14.8,0.14,0.00,0.00,1.08,0.95,0.68,1.42,0.34,0.47,0.00,0.00,0.00,3.72,0.88,1.28,40.6,Matches,5e080f73
468,Igor Carioca,br BRA,DF,Lorient,fr Ligue 1,24,1996,17.5,0.17,0.00,0.00,1.43,1.31,0.06,3.89,1.43,0.91,0.00,0.00,0.00,5.03,0.57,0.57,50.0,Matches,e3e32fbb
469,Carlo,es ESP,MF,Villarreal,es La Liga,20,2001,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,Matches,8249ff06
470,Diego Carlos,br BRA,DF,Sevilla,es La Liga,28,1993,32.9,0.12,0.03,0.03,1.00,0.58,0.03,0.09,0.73,0.73,0.00,0.06,0.00,5.78,2.43,1.28,65.6,Matches,b4a014b1
471,Carmona,es ESP,DF,Sevilla,es La Liga,19,2002,0.3,0.00,0.00,0.00,0.00,3.33,0.00,0.00,3.33,0.00,0.00,0.00,0.00,3.33,0.00,3.33,0.0,Matches,2dce876a
472,Yannick Carrasco,be BEL,MFFW,Atlético Madrid,es La Liga,27,1993,28.7,0.17,0.00,0.00,1.05,1.36,0.45,4.63,0.66,0.66,0.00,0.00,0.00,5.54,0.28,0.42,40.0,Matches,de39485a
473,Guido Carrillo,ar ARG,FW,Elche,es La Liga,30,1991,13.0,0.23,0.00,0.00,2.54,1.92,0.46,0.08,0.08,0.31,0.00,0.00,0.00,2.92,6.15,4.62,57.1,Matches,8f898ba8
474,Dani Carvajal,es ESP,DF,Real Madrid,es La Liga,29,1992,17.2,0.06,0.00,0.00,1.10,0.64,0.00,2.33,1.16,1.63,0.00,0.06,0.00,5.64,0.81,0.81,50.0,Matches,4958bfb2
475,William Carvalho,pt POR,MF,Betis,es La Liga,29,1992,20.1,0.30,0.00,0.00,1.54,1.39,0.00,0.20,0.80,1.64,0.00,0.00,0.00,6.37,1.69,1.24,57.6,Matches,dee86451
476,Nicolò Casale,it ITA,DF,Hellas Verona,it Serie A,23,1998,28.7,0.35,0.00,0.00,1.50,0.84,0.00,0.52,1.71,1.05,0.00,0.00,0.00,6.86,2.40,2.13,53.1,Matches,3f5f38fb
477,Casemiro,br BRA,MF,Real Madrid,es La Liga,29,1992,28.5,0.39,0.00,0.00,1.89,1.33,0.14,0.60,1.33,1.79,0.04,0.00,0.00,8.07,3.54,1.75,66.9,Matches,4d224fe8
478,Matty Cash,pl POL,DF,Aston Villa,eng Premier League,23,1997,37.5,0.21,0.00,0.00,1.01,1.01,0.05,2.61,1.31,1.33,0.00,0.03,0.00,5.07,1.12,1.20,48.3,Matches,2389cdc2
479,Kiko Casilla,es ESP,GK,Elche,es La Liga,34,1986,14.0,0.21,0.00,0.00,0.00,0.07,0.00,0.00,0.07,0.00,0.00,0.00,0.00,1.50,0.21,0.00,100.0,Matches,58bc7d18
480,Moreto Cassamã,gw GNB,MF,Reims,fr Ligue 1,23,1998,8.9,0.11,0.00,0.00,1.24,2.47,0.00,2.13,1.01,0.67,0.00,0.00,0.00,6.85,0.34,0.67,33.3,Matches,f54d2149
481,Francesco Cassata,it ITA,MF,Genoa,it Serie A,24,1997,0.1,0.00,0.00,0.00,0.00,10.0,0.00,10.0,0.00,0.00,0.00,0.00,0.00,10.0,0.00,0.00,,Matches,96960855
482,Timothy Castagne,be BEL,DF,Leicester City,eng Premier League,25,1995,23.6,0.04,0.00,0.00,0.64,0.30,0.04,1.69,1.23,1.31,0.00,0.00,0.00,4.32,1.65,1.61,50.6,Matches,197640fd
483,Koen Casteels,be BEL,GK,Wolfsburg,de Bundesliga,29,1992,28.0,0.04,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.46,0.32,0.00,100.0,Matches,db401046
484,Jean-Charles Castelletto,cm CMR,DF,Nantes,fr Ligue 1,26,1995,27.9,0.29,0.00,0.00,1.51,0.39,0.04,0.29,1.08,0.86,0.00,0.00,0.00,5.41,2.01,1.11,64.4,Matches,e0f3a1f6
485,Samu Castillejo,es ESP,MF,Milan,it Serie A,26,1995,1.4,0.71,0.00,0.00,1.43,1.43,0.00,5.71,1.43,1.43,0.71,0.00,0.00,3.57,1.43,1.43,50.0,Matches,130a7a3f
486,Gonzalo Castro,de GER,MFFW,Arminia,de Bundesliga,34,1987,4.8,0.00,0.00,0.00,1.46,0.83,0.42,4.38,0.63,0.63,0.00,0.00,0.00,5.42,0.63,0.42,60.0,Matches,68829001
487,Jonny Castro,es ESP,DF,Wolves,eng Premier League,27,1994,11.4,0.09,0.00,0.00,0.88,1.40,0.00,1.23,1.14,1.32,0.00,0.00,0.00,4.30,0.96,0.61,61.1,Matches,e28868f3
488,Gaetano Castrovilli,it ITA,MF,Fiorentina,it Serie A,24,1997,15.5,0.26,0.00,0.00,1.35,2.32,0.06,2.58,0.71,1.10,0.00,0.00,0.00,5.48,0.52,0.77,40.0,Matches,0728bebe
489,Danilo Cataldi,it ITA,MF,Lazio,it Serie A,26,1994,19.0,0.42,0.00,0.00,0.95,1.00,0.00,3.47,0.89,0.89,0.00,0.05,0.00,8.68,0.32,0.37,46.2,Matches,ba3d3bea
490,Catena,es ESP,DF,Rayo Vallecano,es La Liga,26,1994,36.0,0.22,0.00,0.00,0.72,0.39,0.08,0.06,0.83,0.64,0.00,0.03,0.00,5.28,3.25,1.11,74.5,Matches,274ab13c
491,Craig Cathcart,nir NIR,DF,Watford,eng Premier League,32,1989,26.6,0.11,0.00,0.00,0.49,0.15,0.00,0.15,1.05,0.56,0.00,0.00,0.00,4.77,1.80,1.28,58.5,Matches,89e4b358
492,Edinson Cavani,uy URU,FW,Manchester Utd,eng Premier League,34,1987,8.5,0.00,0.00,0.00,0.82,0.59,0.71,0.24,0.24,0.12,0.00,0.00,0.00,2.59,0.82,2.00,29.2,Matches,527f063d
493,Dani Ceballos,es ESP,MF,Real Madrid,es La Liga,24,1996,3.1,0.32,0.00,0.00,0.97,2.26,0.00,0.32,1.29,1.61,0.00,0.00,0.00,8.06,0.00,0.00,,Matches,c0617e2b
494,Pietro Ceccaroni,it ITA,DF,Venezia,it Serie A,25,1995,34.7,0.20,0.03,0.00,0.75,0.75,0.00,0.35,0.86,0.89,0.00,0.09,0.00,5.59,1.10,0.89,55.1,Matches,4d1efb48
495,Federico Ceccherini,it ITA,DF,Hellas Verona,it Serie A,29,1992,26.2,0.46,0.04,0.04,2.18,0.95,0.11,0.19,1.91,0.61,0.00,0.00,0.00,6.68,2.37,1.87,55.9,Matches,d9624b51
496,Emil Ceide,no NOR,MFFW,Sassuolo,it Serie A,19,2001,0.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.67,0.00,0.00,0.00,3.33,3.33,1.67,66.7,Matches,98a84572
497,Zeki Çelik,tr TUR,DF,Lille,fr Ligue 1,24,1997,30.0,0.33,0.00,0.00,1.30,0.53,0.10,2.20,1.43,1.23,0.03,0.03,0.00,5.33,1.33,0.73,64.5,Matches,31a62dc7
498,Fabien Centonze,fr FRA,DF,Metz,fr Ligue 1,25,1996,17.6,0.17,0.00,0.00,0.91,1.70,0.00,2.73,1.82,1.19,0.00,0.00,0.00,5.74,0.57,0.97,37.0,Matches,3c6bbbab
499,Luca Ceppitelli,it ITA,DF,Cagliari,it Serie A,31,1989,16.1,0.19,0.00,0.00,1.12,0.75,0.06,0.43,1.55,0.75,0.00,0.00,0.00,5.40,2.48,1.37,64.5,Matches,7d50454d
500,Franco Cervi,ar ARG,MF,Celta Vigo,es La Liga,27,1994,20.0,0.25,0.00,0.00,1.10,2.00,0.10,3.90,1.05,2.05,0.05,0.00,0.00,7.30,0.85,1.55,35.4,Matches,5e1028e5
501,Leonardo César Jardim,br BRA,GK,Lille,fr Ligue 1,26,1995,17.0,0.00,0.00,0.00,0.00,0.24,0.00,0.00,0.06,0.00,,,0.00,,,,,Matches,f5dfc256
502,Damir Ceter,co COL,FW,Cagliari,it Serie A,23,1997,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,Matches,eade5337
503,Julian Chabot,de GER,DF,Sampdoria,it Serie A,23,1998,5.4,0.93,0.00,0.00,1.85,2.04,0.00,0.19,1.67,1.85,0.00,0.00,0.00,5.93,3.70,2.04,64.5,Matches,ae7058f9
504,Julian Chabot,de GER,DF,Köln,de Bundesliga,23,1998,2.3,0.43,0.00,0.00,2.17,3.04,0.00,0.00,1.30,1.30,0.00,0.00,0.00,6.09,3.91,4.35,47.4,Matches,ae7058f9
505,El Chadaille Bitshiabu,fr FRA,DF,Paris S-G,fr Ligue 1,16,2005,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.00,100.0,Matches,2180c761
506,Nassim Chadli,fr FRA,MFDF,Troyes,fr Ligue 1,20,2001,1.1,0.91,0.00,0.00,2.73,2.73,0.00,4.55,0.00,2.73,0.00,0.00,0.00,4.55,0.91,0.91,50.0,Matches,5c61496e
507,Kayky Chagas,br BRA,FW,Manchester City,eng Premier League,18,2003,0.1,0.00,0.00,0.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,Matches,17734ea0
508,Mehdi Chahiri,ma MAR,DF,Strasbourg,fr Ligue 1,25,1996,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,10.0,5.00,0.00,100.0,Matches,1787195f
509,Trevoh Chalobah,eng ENG,DF,Chelsea,eng Premier League,22,1999,16.1,0.12,0.00,0.00,1.18,0.87,0.00,0.25,1.18,1.68,0.00,0.06,0.00,4.60,1.99,1.74,53.3,Matches,5515376c
510,Calum Chambers,eng ENG,DF,Arsenal,eng Premier League,26,1995,1.9,0.00,0.00,0.00,1.05,0.53,0.00,1.58,0.00,1.58,0.00,0.00,0.00,7.37,1.05,0.53,66.7,Matches,dc6f5bdd
511,Calum Chambers,eng ENG,DF,Aston Villa,eng Premier League,26,1995,9.2,0.11,0.00,0.00,1.30,0.22,0.00,0.22,0.54,0.87,0.00,0.00,0.00,5.33,2.83,2.72,51.0,Matches,dc6f5bdd
512,Dylan Chambost,fr FRA,MFFW,Troyes,fr Ligue 1,23,1997,8.4,0.00,0.00,0.00,0.83,0.60,0.12,2.50,1.07,1.31,0.00,0.00,0.00,5.60,1.55,1.55,50.0,Matches,dbde4959
513,Timothy Chandler,us USA,DF,Eint Frankfurt,de Bundesliga,31,1990,13.5,0.30,0.00,0.00,1.26,0.52,0.30,2.22,1.41,0.89,0.00,0.00,0.00,4.15,1.04,1.63,38.9,Matches,b3b7f5a6
514,Chapela,es ESP,MF,Cádiz,es La Liga,22,1999,4.4,0.00,0.00,0.00,0.91,2.05,0.23,2.73,0.91,0.45,0.00,0.00,0.00,5.00,0.91,1.36,40.0,Matches,9ed40a69
515,Brendan Chardonnet,fr FRA,DF,Brest,fr Ligue 1,26,1994,29.8,0.20,0.03,0.00,0.87,0.81,0.00,0.10,1.85,0.84,0.00,0.00,0.00,4.83,2.35,1.48,61.4,Matches,16aa7d4c
516,Xavier Chavalerin,fr FRA,MF,Troyes,fr Ligue 1,30,1991,30.2,0.13,0.00,0.00,1.03,0.40,0.20,2.62,1.26,0.86,0.00,0.00,0.00,3.15,0.40,0.76,34.3,Matches,279ddf6a
517,Xavier Chavalerin,fr FRA,MF,Reims,fr Ligue 1,30,1991,2.4,0.00,0.00,0.00,1.25,0.00,0.00,1.67,2.08,1.67,0.00,0.00,0.00,6.67,0.83,1.67,33.3,Matches,279ddf6a
518,Justin Che,us USA,FWDF,Hoffenheim,de Bundesliga,17,2003,0.5,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.0,Matches,3c569f37
519,Chema,es ESP,MF,Getafe,es La Liga,29,1992,0.5,2.00,2.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.0,Matches,7f203b54
520,Rayan Cherki,fr FRA,MFFW,Lyon,fr Ligue 1,17,2003,4.9,0.20,0.00,0.00,0.82,1.63,0.61,5.51,0.20,0.41,0.00,0.00,0.00,3.67,0.20,0.82,20.0,Matches,b34c63a5
521,Denis Cheryshev,ru RUS,MF,Valencia,es La Liga,30,1990,6.3,0.16,0.00,0.00,2.38,1.11,0.63,4.29,1.43,0.79,0.16,0.00,0.00,5.56,0.79,2.06,27.8,Matches,0ac94a23
522,Daniel Chesters,eng ENG,MF,West Ham,eng Premier League,19,2002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches,240c8ab6
523,Giorgio Chiellini,it ITA,DF,Juventus,it Serie A,36,1984,15.0,0.13,0.00,0.00,1.00,1.47,0.13,0.07,1.47,0.87,0.00,0.00,0.00,5.20,2.47,1.40,63.8,Matches,e85fb9b8
524,Federico Chiesa,it ITA,MFFW,Juventus,it Serie A,23,1997,9.6,0.00,0.00,0.00,0.94,1.67,0.10,3.33,0.42,1.98,0.10,0.00,0.00,4.90,0.00,0.83,0.0,Matches,b0f7e36c
525,Ben Chilwell,eng ENG,DF,Chelsea,eng Premier League,24,1996,6.0,0.00,0.00,0.00,1.67,2.50,0.33,5.33,0.67,0.50,0.00,0.17,0.00,5.33,1.17,1.67,41.2,Matches,d2424d1b
526,Chiquinho,pt POR,DFFW,Wolves,eng Premier League,21,2000,2.3,0.00,0.00,0.00,3.91,3.48,0.00,10.9,0.87,2.61,0.00,0.00,0.00,7.39,1.74,2.17,44.4,Matches,dc6c2f02
527,Vlad Chiricheș,ro ROU,DF,Sassuolo,it Serie A,31,1989,25.6,0.16,0.00,0.00,1.09,0.51,0.04,0.00,1.60,0.59,0.00,0.12,0.00,6.45,1.33,2.07,39.1,Matches,c316607a
528,Pedro Chirivella,es ESP,MF,Nantes,fr Ligue 1,24,1997,29.3,0.20,0.00,0.00,0.75,0.85,0.00,0.27,1.26,1.06,0.00,0.00,0.00,5.73,0.31,0.41,42.9,Matches,68a26d51
529,Joris Chotard,fr FRA,MF,Montpellier,fr Ligue 1,19,2001,32.6,0.15,0.00,0.00,0.89,0.34,0.00,0.61,1.29,0.92,0.00,0.00,0.00,6.32,0.61,0.89,40.8,Matches,7909ffa4
530,Hamza Choudhury,eng ENG,DFMF,Leicester City,eng Premier League,23,1997,3.2,0.31,0.00,0.00,1.25,1.56,0.00,0.00,3.75,0.94,0.00,0.00,0.00,4.69,3.13,0.63,83.3,Matches,7d2d3329
531,Andreas Christensen,dk DEN,DF,Chelsea,eng Premier League,25,1996,16.6,0.12,0.00,0.00,0.66,0.42,0.00,0.06,1.75,0.48,0.00,0.00,0.00,6.63,2.89,2.29,55.8,Matches,1cb49278
532,Max Christiansen,de GER,MF,Greuther Fürth,de Bundesliga,24,1996,22.8,0.22,0.00,0.00,0.88,0.83,0.04,0.13,2.98,1.10,0.00,0.00,0.00,7.85,1.80,1.71,51.3,Matches,e7b899b8
